day_of_year,year,fact_fragment,fact_statement,was_submitted
326,1922,"Rebecca Latimer Felton of Georgia takes the oath of office, becoming the first female United States Senator","November 21 is the day in 1922 that Rebecca Latimer Felton of Georgia takes the oath of office, becoming the first female United States Senator.",False
326,1942,"the completion of the Alaska Highway (also known as the Alcan Highway) is celebrated (however, the highway is not usable by general vehicles until 1943)","November 21 is the day in 1942 that the completion of the Alaska Highway (also known as the Alcan Highway) is celebrated (however, the highway is not usable by general vehicles until 1943).",False
326,1953,"the British Natural History Museum announces that the ""Piltdown Man"" skull, initially believed to be one of the most important fossilized hominid skulls ever found, is a hoax","November 21 is the day in 1953 that the British Natural History Museum announces that the ""Piltdown Man"" skull, initially believed to be one of the most important fossilized hominid skulls ever found, is a hoax.",False
326,1959,"American disc jockey Alan Freed, who had popularized the term ""rock and roll"" and music of that style, is fired from WABC-AM radio for refusing to deny allegations that he had participated in the payola scandal","November 21 is the day in 1959 that American disc jockey Alan Freed, who had popularized the term ""rock and roll"" and music of that style, is fired from WABC-AM radio for refusing to deny allegations that he had participated in the payola scandal.",False
326,1962,the Chinese People's Liberation Army declares a unilateral cease-fire in the Sino-Indian War,November 21 is the day in 1962 that the Chinese People's Liberation Army declares a unilateral cease-fire in the Sino-Indian War.,False
326,1964,the Verrazano-Narrows Bridge opens to traffic (at the time it is the world's longest suspension bridge),November 21 is the day in 1964 that the Verrazano-Narrows Bridge opens to traffic (at the time it is the world's longest suspension bridge).,False
326,1969,"U.S. President Richard Nixon and Japanese Premier Eisaku Sato agree in Washington, D.C. on the return of Okinawa to Japanese control in 1972","November 21 is the day in 1969 that U.S. President Richard Nixon and Japanese Premier Eisaku Sato agree in Washington, D.C. on the return of Okinawa to Japanese control in 1972.",False
326,1969,the first permanent ARPANET link is established between UCLA and SRI,November 21 is the day in 1969 that the first permanent ARPANET link is established between UCLA and SRI.,False
326,1974,the Birmingham Pub Bombings kill 21 people,November 21 is the day in 1974 that the Birmingham Pub Bombings kill 21 people.,False
326,1977,"Minister of Internal Affairs Allan Highet announces that 'the national anthems of New Zealand shall be the traditional anthem ""God Save the Queen"" and the poem ""God Defend New Zealand"", written by Thomas Bracken, as set to music by John Joseph Woods, both being of equal status as national anthems appropriate to the occasion","November 21 is the day in 1977 that Minister of Internal Affairs Allan Highet announces that 'the national anthems of New Zealand shall be the traditional anthem ""God Save the Queen"" and the poem ""God Defend New Zealand"", written by Thomas Bracken, as set to music by John Joseph Woods, both being of equal status as national anthems appropriate to the occasion.",False
326,1979,"the United States Embassy in Islamabad, Pakistan is attacked by a mob and set on fire, killing four","November 21 is the day in 1979 that the United States Embassy in Islamabad, Pakistan is attacked by a mob and set on fire, killing four.",False
326,1980,"a deadly fire breaks out at the MGM Grand Hotel in Paradise, Nevada (now Bally's Las Vegas)","November 21 is the day in 1980 that a deadly fire breaks out at the MGM Grand Hotel in Paradise, Nevada (now Bally's Las Vegas).",False
326,1985,United States Navy intelligence analyst Jonathan Pollard is arrested for spying after being caught giving Israel classified information on Arab nations,November 21 is the day in 1985 that United States Navy intelligence analyst Jonathan Pollard is arrested for spying after being caught giving Israel classified information on Arab nations.,False
326,1990,the Charter of Paris for a New Europe refocuses the efforts of the Conference for Security and Co-operation in Europeon post-Cold War issues,November 21 is the day in 1990 that the Charter of Paris for a New Europe refocuses the efforts of the Conference for Security and Co-operation in Europeon post-Cold War issues.,False
326,1995,"the Dayton Peace Agreement is initialed at the Wright Patterson Air Force Base, near Dayton, Ohio, ending three and a half years of war in Bosnia and Herzegovina","November 21 is the day in 1995 that the Dayton Peace Agreement is initialed at the Wright Patterson Air Force Base, near Dayton, Ohio, ending three and a half years of war in Bosnia and Herzegovina.",False
326,1996,"Antonio Salinass in San Juan, Puerto Rico kills 33","November 21 is the day in 1996 that Antonio Salinass in San Juan, Puerto Rico kills 33.",False
326,2002,"NATO invites Bulgaria, Estonia, Latvia, Lithuania, Romania, Slovakia and Slovenia to become members","November 21 is the day in 2002 that NATO invites Bulgaria, Estonia, Latvia, Lithuania, Romania, Slovakia and Slovenia to become members.",False
326,2004,"the second round of the Ukrainian presidential election is held, giving rise to massive protests and controversy over the election's integrity","November 21 is the day in 2004 that the second round of the Ukrainian presidential election is held, giving rise to massive protests and controversy over the election's integrity.",False
326,2004,the island of Dominica is hit by the most destructive earthquake in its history,November 21 is the day in 2004 that the island of Dominica is hit by the most destructive earthquake in its history.,False
326,2004,the Paris Club agrees to write off 80% (up to $100 billion) of Iraq's external debt,November 21 is the day in 2004 that the Paris Club agrees to write off 80% (up to $100 billion) of Iraq's external debt.,False
326,2009,"a mine explosion in Heilongjiang province, northeastern China, kills 108","November 21 is the day in 2009 that a mine explosion in Heilongjiang province, northeastern China, kills 108.",False
327,845,"the first King of all Brittany, Nominoe defeats the Frankish king Charles the Bald at the Battle of Ballon near Redon","November 22 is the day in 845 that the first King of all Brittany, Nominoe defeats the Frankish king Charles the Bald at the Battle of Ballon near Redon.",False
327,1307,Pope Clement V issues the papal bull Pastoralis Praeeminentiae which instructed all Christian monarchs in Europe to arrest all Templars and seize their assets,November 22 is the day in 1307 that Pope Clement V issues the papal bull Pastoralis Praeeminentiae which instructed all Christian monarchs in Europe to arrest all Templars and seize their assets.,False
327,1573,the Brazilian city of Niterói is founded,November 22 is the day in 1573 that the Brazilian city of Niterói is founded.,False
327,1574,discovery of the Juan Fernández Islands off Chile,November 22 is the day in 1574 that discovery of the Juan Fernández Islands off Chile.,False
327,1908,the Congress of Monastir establishes the Albanian alphabet,November 22 is the day in 1908 that the Congress of Monastir establishes the Albanian alphabet.,False
327,1928,the premier performance of Ravel's Boléro takes place in Paris,November 22 is the day in 1928 that the premier performance of Ravel's Boléro takes place in Paris.,False
327,1935,"the China Clipper, the first transpacific mail and passenger service, takes off from Alameda, California for its first commercial flight","November 22 is the day in 1935 that the China Clipper, the first transpacific mail and passenger service, takes off from Alameda, California for its first commercial flight.",False
