number,fact_fragment,fact_statement,was_submitted
272,"two hundred seventy-eight 278 = 2·139, nontotient","272 is two hundred seventy-eight 278 = 2·139, nontotient.",False
272,two hundred seventy-nine 279 = 32·31 Every positive integer is the sum of at most 279 eighth powers,272 is two hundred seventy-nine 279 = 32·31 Every positive integer is the sum of at most 279 eighth powers.,False
275,the year 270 BC,275 is the year 270 BC.,False
275,the year 270 AD,275 is the year 270 AD.,False
275,the caliber of the .270 Winchester rifle,275 is the caliber of the .270 Winchester rifle.,False
275,the number of U.S,275 is the number of U.S.,False
275,the average number of days in human pregnancy,275 is the average number of days in human pregnancy.,False
275,a pseudonym for Konami musician Naoki Maeda,275 is a pseudonym for Konami musician Naoki Maeda.,False
275,"two hundred seventy-one prime, twin prime with 269, cuban prime, centered hexagonal number, sum of eleven consecutive primes (7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41 + 43)","275 is two hundred seventy-one prime, twin prime with 269, cuban prime, centered hexagonal number, sum of eleven consecutive primes (7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41 + 43).",False
275,"two hundred seventy-two 272 = 24·17, sum of four consecutive primes (61 + 67 + 71 + 73), Euler number, primitive semiperfect number, pronic number","275 is two hundred seventy-two 272 = 24·17, sum of four consecutive primes (61 + 67 + 71 + 73), Euler number, primitive semiperfect number, pronic number.",False
275,two hundred seventy-three has its own article,275 is two hundred seventy-three has its own article.,False
275,"two hundred seventy-four = 2·137, tribonacci number, Smith number, nontotient, noncototient, centered triangular number","275 is two hundred seventy-four = 2·137, tribonacci number, Smith number, nontotient, noncototient, centered triangular number.",False
275,two hundred seventy-six has its own article,275 is two hundred seventy-six has its own article.,False
275,"two hundred seventy-seven Perrin number, self number","275 is two hundred seventy-seven Perrin number, self number.",False
275,"two hundred seventy-eight 278 = 2·139, nontotient","275 is two hundred seventy-eight 278 = 2·139, nontotient.",False
275,two hundred seventy-nine 279 = 32·31 Every positive integer is the sum of at most 279 eighth powers,275 is two hundred seventy-nine 279 = 32·31 Every positive integer is the sum of at most 279 eighth powers.,False
235,"the number of three interstate highways in the United States, located in the states of Iowa, Kansas, and Oklahoma","235 is the number of three interstate highways in the United States, located in the states of Iowa, Kansas, and Oklahoma.",False
236,a common voltage in the European Union,236 is a common voltage in the European Union.,False
236,the year A.D. 230 or 230 BC,236 is the year A.D. 230 or 230 BC.,False
236,+230 is the country code for Mauritius,236 is +230 is the country code for Mauritius.,False
251,2-5-1 is a common chord progression in jazz music,251 is 2-5-1 is a common chord progression in jazz music.,False
230,a common voltage in the European Union,230 is a common voltage in the European Union.,False
231,a common voltage in the European Union,231 is a common voltage in the European Union.,False
231,the year A.D. 230 or 230 BC,231 is the year A.D. 230 or 230 BC.,False
231,+230 is the country code for Mauritius,231 is +230 is the country code for Mauritius.,False
232,a common voltage in the European Union,232 is a common voltage in the European Union.,False
232,the year A.D. 230 or 230 BC,232 is the year A.D. 230 or 230 BC.,False
232,+230 is the country code for Mauritius,232 is +230 is the country code for Mauritius.,False
255,"that can be assigned to elements in the 24-bit RGB color model, since each color channel is allotted eight bits","255 is that can be assigned to elements in the 24-bit RGB color model, since each color channel is allotted eight bits.",False
255,of any dotted quad in an IP address,255 is of any dotted quad in an IP address.,False
237,a common voltage in the European Union,237 is a common voltage in the European Union.,False
237,the year A.D. 230 or 230 BC,237 is the year A.D. 230 or 230 BC.,False
237,+230 is the country code for Mauritius,237 is +230 is the country code for Mauritius.,False
248,a common voltage in England and Australia before conversion to 230V standard,248 is a common voltage in England and Australia before conversion to 230V standard.,False
248,"in British currency, the number of pence in a pound until 1971","248 is in British currency, the number of pence in a pound until 1971.",False
248,a cholesterol level of 240 and above is considered high risk,248 is a cholesterol level of 240 and above is considered high risk.,False
248,the model number of the Convair 240,248 is the model number of the Convair 240.,False
248,the year A.D. 240 or 240 BC,248 is the year A.D. 240 or 240 BC.,False
248,Datsun 240Z,248 is Datsun 240Z.,False
248,Mercedes 240D,248 is Mercedes 240D.,False
248,Nissan 240SX,248 is Nissan 240SX.,False
248,Volvo 240,248 is Volvo 240.,False
248,an area code overlay of the 301 area code in western Maryland,248 is an area code overlay of the 301 area code in western Maryland.,False
248,"the famous skit by the sketch comedy group The State is entitled ""$240 Dollars Worth of Pudding""","248 is the famous skit by the sketch comedy group The State is entitled ""$240 Dollars Worth of Pudding"".",False
205,most famous patch in King Faisal University,205 is most famous patch in King Faisal University.,False
247,a common voltage in England and Australia before conversion to 230V standard,247 is a common voltage in England and Australia before conversion to 230V standard.,False
247,"in British currency, the number of pence in a pound until 1971","247 is in British currency, the number of pence in a pound until 1971.",False
247,a cholesterol level of 240 and above is considered high risk,247 is a cholesterol level of 240 and above is considered high risk.,False
247,the model number of the Convair 240,247 is the model number of the Convair 240.,False
247,the year A.D. 240 or 240 BC,247 is the year A.D. 240 or 240 BC.,False
247,Datsun 240Z,247 is Datsun 240Z.,False
247,Mercedes 240D,247 is Mercedes 240D.,False
247,Nissan 240SX,247 is Nissan 240SX.,False
247,Volvo 240,247 is Volvo 240.,False
247,an area code overlay of the 301 area code in western Maryland,247 is an area code overlay of the 301 area code in western Maryland.,False
247,"the famous skit by the sketch comedy group The State is entitled ""$240 Dollars Worth of Pudding""","247 is the famous skit by the sketch comedy group The State is entitled ""$240 Dollars Worth of Pudding"".",False
246,a common voltage in England and Australia before conversion to 230V standard,246 is a common voltage in England and Australia before conversion to 230V standard.,False
246,"in British currency, the number of pence in a pound until 1971","246 is in British currency, the number of pence in a pound until 1971.",False
